doc_index,content,tokens,url
procedures-300_254_text,"XI. INSTRUCTIONS TO DCFS AND POS STAFF A. Identification of Children of Mexican Ancestry DCFS and POS child protection workers and permanency workers are required to notify the Office of Latino Services within five working days of: • Taking protective custody of a Mexican or Mexican American minor; • Identifying a child for whom the Department is legally responsible as having Mexican ancestry; • Receiving a request from the parent or custodian of a Mexican or Mexican American minor to notify the consulate; or • Learning that a non-custodial parent lives in Mexico. B. Required Consent to Release Information In order for the Department to notify the Mexican Consulate of a child(ren) of Mexican ancestry, the child protective services worker or the permanency worker must obtain the written consent of the parent(s) or custodians using the CFS 600- 3 Consent for the Release of Information. If the parent(s) or custodian(s) refuse to sign the consent, the worker shall document the refusal in the space provided on the CFS 1000-6. While information cannot be released to the Mexican Consulate without the consent of the parent or custodian, workers are still required to submit the CFS 1000-6 to the Office of Latino Services. C. Notification to the Office of Latino Services When a child is determined to be of Mexican ancestry, the DCFS or POS worker is required to: 1. Complete the CFS 1000-6; 2. Obtain the written consent of the parent or custodian to notify the Mexican Consulate by completing the CFS 600-3; and 3. Submit the CFS 1000-6 and CFS 600-3 (when signed) by fax to; Chief, DCFS Office of Latino Services at (312) 808-5134. 4. Provide the Office of Latino Services with updates on the case when requested by the Mexican Consulate staff. The Office of Latino Services is responsible for informing the Mexican Consulate of Mexican or Mexican American minors protected by the Memorandum of Understanding between the Illinois Department of Children and Family Services and the Consulate General of Mexico.",442,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_255_text,"XII. RELATED POLICIES A. Procedures 327, Appendix F Immigration/Legalization Services for Foreign-Born DCFS Children in Care describes the application process for attaining legal (citizenship) status for a child born outside of the United States. Attachment 1, Immigration Services Alert, informs DCFS and POS workers of the requirement to determine a child’s legal (citizenship) status and explains the benefits and services that may be unavailable to a child who does not become a legal permanent resident of the United States. Attachment 2, Emergency Care Plan for Children with Undocumented Caregivers, describes the DCFS or POS worker’s responsibility to develop an emergency care plan for children in the event that their caregiver is detained due to his or her undocumented legal status in the United States. Attachment 2 also includes a list of resources and advocates for immigrants and the consulates in Illinois. B. Procedures 301.80 (i) Placement of Children with Undocumented Relatives provides DCFS and POS staff with step-by-step instructions on the placement of children with undocumented relatives; the procedures that must be followed for the caregiver to receive reimbursement for the child’s care and on the single change in the licensing application when the caregiver’s legal status is undocumented. XIII. NEW, REVISED AND/OR OBSOLETE FORMS CFS 1000-6, Notification to Mexican Consulate has been updated and is available on the DCFS Website and “T” Drive IX. QUESTIONS Questions concerning this model Guide should be directed to the Office of Child and Family model by emailing the DCFS.model on Outlook. Persons and agencies not on Outlook can e-mail questions to DCFS.model@illinois.gov. X. FILING INSTRUCTIONS File this model Guide behind Page 16 of Procedures 300.120. Remove and recycle model Guide 2008.02 found behind Procedures 301.60 and replace with this model Guide. Remove and recycle Procedures 327 Appendix F Attachment 2 and replace with the newly attached updated Attachment 2. The list of resources, advocates and consulates in Illinois have been updated with current contact information.",432,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_256_text,This page intentionally left blank.,6,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_257_text,"REPORTS OF CHILD ABUSE AND NEGLECT September 9, 2022 – PT 2022.07 6) Mexican or Mexican American Minors in the Custody of the Department Child Protection Specialists are required to establish ancestry of every child taken into protective custody. At the beginning of an investigation, Child Protection Specialists will distribute the pamphlet CFS 1050-26, Guide for Parents who are Mexican Nationals, to all Hispanic subjects of reports. The Child Protection Specialist is to notify the DCFS Office of Latino Services when a child of Mexican ancestry is taken into protective custody. In addition, the Department is required to notify the Mexican Consulate in writing within ten working days of the decision to take protective custody of a Mexican or Mexican American minor or at any time one of the following occurs: • A child for whom the Department is legally responsible, including protective custody, is identified as having Mexican ancestry; • A parent or custodian of a Mexican or Mexican American minor requests that the consulate be notified; or • The Department learns that a non-custodial parent resides in Mexico. A) Required Consent to Release Information In order for the Department to notify the Mexican Consulate of a child in protective custody who is of Mexican ancestry, the Child Protection Specialist must obtain the written consent of the parent/guardian with the CFS 600-3, Consent for the Release of Information. If the parent/guardian refuses to sign the consent, the worker shall document the refusal in the space provided on the CFS 1000-6, Notification to Mexican Consulate. Note: While information cannot be released to the Mexican Consulate without the consent of the parent or custodian, workers are still required to submit the CFS 1000-6 to the Office of Latino Services. B) Notification to the Office of Latino Services Child Protection Specialists and Permanency Workers are required to notify the Office of Latino Services within five working days of taking protective custody of a child who is a Mexican or Mexican American minor. Once the child is determined to be of Mexican ancestry, the Child Protection Specialist must submit the completed and signed CFS 1000-6 and CFS 600-3 by fax to: Chief, DCFS Office of Latino Services. Illinois Department of Children and Family Services",463,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_258_text,"REPORTS OF CHILD ABUSE AND NEGLECT September 9, 2022 – PT 2022.07 i) Obtaining Placement Services If the Child Protection Specialist places a child, the Child Protection Specialist shall: • Follow the placement guidelines contained in Procedures 301.70, Sibling Placement; Procedures 301, Appendix E, Placement Clearance Process; Administrative Procedures #6.5(d), Use of LEADS for Child Protection and Child Welfare Purposes, and 6.10, Applying LEADS Information for Placement; • Ensure the child receives an initial health screening; • Complete the CFS 418-J, Checklist for Children at Initial Placement; • Complete the 906-1/E, Placement/Payment Authorization, as appropriate; and • Update appropriate investigation screens, including entry of subject identifications for all children of a child case and for the Head of Household of a family case, when the subject identifications are not present. If a head of household is not the subject of the investigation, a perpetrator must be designated using the perpetrator code (P). The Child Protection Specialist making the placement shall forward the original CFS 906 or 906-1 and Handoff document to Data Processing. A copy of the documents shall be sent to the appropriate Permanency Worker. Illinois Department of Children and Family Services",265,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_259_text,"DEPARTMENT OF CHILDREN AND FAMILY SERVICES model GUIDE 2016.01 PROCEDURES 300 REPORTS OF CHILD ABUSE AND NEGLECT PROCEDURES 301 PLACEMENT AND VISITATION SERVICES DATE: February 8, 2016 TO: Child Protection Specialists/Supervisors and Permanency Workers/Supervisors FROM: George H. Sheldon, Director EFFECTIVE: Immediately I. PURPOSE The purpose of this model Guide is to provide Child Protection and Permanency staff with information and instruction regarding OIG Report #13-1567, Recommendation #2. This recommendation addresses the responsibilities of Child Protection and Permanency staff in the temporary custody screening process for high risk cases where a parent has demonstrated such dangerous behaviors as abduction; torture; threats to kill with a plan; taking a child hostage; and severe mental illness, and the Department has made the Critical Decision to substantially restrict visitation. This recommendation will be added in a pending revision of Procedures 300.120, Taking Children into Protective Custody, Procedures 301.210, Family-Child Visiting and Procedures 301 Appendix A, Family Visit Planning-Critical Decisions and Documentation Protocol. This model Guide is effective immediately. II. PRIMARY USERS Primary users of this model Guide are Child Protection Specialists/Supervisors and Permanency Workers/Supervisors. III. SUMMARY OIG recommendation #2 of report #13-1567 seeks to ensure that for such high risk cases as when a parent has demonstrated dangerous behavior and the Department has made the Critical Decision to substantially restrict visitation, that the Visitation Plan be filed with the court and parties within 10 days of the Department being named Temporary Custodian; that the Visitation Plan clearly state the reasons for such restriction; that the Visitation Plan include all supporting documentation; and that the Department intends to share information regarding the restriction with necessary persons.",381,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_259_image_2,fo ) ld ,4,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_260_text,"V. INSTRUCTIONS As part of the temporary custody screening process for such high risk cases as when a parent has demonstrated dangerous behavior, such as abduction; torture; threats to kill with plan; taking children hostage; and cases involving severe mental illness, and the Department has made the Critical Decision to substantially restrict visitation, the Child Protection Specialist or the assigned Permanency Worker shall be responsible for filing a Visitation Plan with the Court and Parties within 10 days of the Department being named Temporary Custodian in accordance with 705 ILCS 405/2-10(2). The Visitation Plan must comply with the requirements of Procedures 301, Appendix A, Family Visit Planning-Critical Decisions and Documentation Protocol and shall include: 1. Supporting documentation such as police reports, psychological or psychiatric reports or case notes documenting observations; and 2. A statement that the Department intends to share information on the restriction with necessary persons, such as school or daycare staff and the child’s pediatrician. VI. FILING INSTRUCTIONS File this model Guide immediately after Procedures 300.120, Taking Children into Protective Custody, after Procedures 301.210, Family-Child Visiting and after Procedures 301 Appendix A, Family Visit Planning-Critical Decisions and Documentation Protocol. VII. QUESTIONS Questions concerning these revisions may be directed to the Office of Child and Family model at 217/524-1983 or e-mail through Outlook at OCFP-Mailbox or for non-Outlook users at cfmodel@idcfs.state.il.us",311,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_261_text,"REPORTS OF CHILD ABUSE AND NEGLECT September 9, 2022 – PT 2022.07 Section 300.130 Referral for Services a) Identification of Families Appropriate for Child Welfare Services Timely case openings and accurate identification of service needs and appropriate available services enable the Department to assist families in the development of their protective capacities and decrease child safety and risk concerns. The decision to open a case shall be made by the Child Protection Specialist in consultation with his or her immediate supervisor or can be court-ordered; however acceptance of services by the family is voluntary. No matter the recommended final finding of a report of abuse or neglect, if the Child Protection Specialist has identified a need for services they shall make every effort to engage the family in services appropriate for them. 1) Service Referrals When a Report has an Unfounded Recommended Finding (No Child Placed) When the Child Protection Specialist identifies a need for the family and the investigation is unfounded then the Child Protection Specialist shall consult with the Child Protection Supervisor and discuss a community service referral with the family. The family shall be informed on what service need is identified and how to access that service. Services include but are not limited to: substance abuse assessment/treatment, Family Advocacy Centers, Safe Families, mental health assessment/treatment, and domestic violence services. These referrals must be documented in a case note. The Child Protection Specialist and Child Protection Supervisor may request an Intact Family Service case opening on an unfounded investigation if the service needs are significant and cannot be met via community resources. Such requests require approval of the Area Administrator and the Statewide Intact Family Services Administrator. (See Procedures 302.388, Intact Family Services) No further action is required of the Child Protection Specialist when a child abuse or neglect report is unfounded and the family has not requested child welfare services. The hand-off document and the investigative file will be destroyed upon receipt of the notice to expunge. 2) Service Referrals When a Report has a Recommended Finding of Indicated No Child Placed) A) Opening the Service Case Child Protection Specialists are required to comprehensively discuss with the family all concerns impacting the safety and well-being of their children. The Child Protection Specialist has responsibility to discuss and offer the family intact family services if the final finding of indicated has been recommended. The family should also be informed of community services. If the family agrees to accept Intact Family Services, the Child Protection Specialist will complete all case opening activities in accordance with the Case Opening Protocol Illinois Department of Children and Family Services",517,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_262_text,"REPORTS OF CHILD ABUSE AND NEGLECT September 9, 2022 – PT 2022.07 (Procedures 302, Appendix R), which will include up-to-date documentation of all investigative activities. B) Services Declined by the Family In the event service needs are identified and the family refuses services, the Child Protection Specialist and Child Protection Supervisor shall consult to determine whether the case should be screened with the State’s Attorney for court ordered services. If a case is screened with the State’s Attorney for court ordered services but the State’s Attorney declines to file a petition for court ordered services or consideration of a shelter care hearing, then the Child Protection Specialist and Supervisor shall consult with the DCFS Office of Legal Services. In addition, if consultation with another Department division (e.g., the Division of Clinical Practice and Development) is desired, the Child Protection Specialist and Supervisor shall make a request for such consultation thru the Area Administrator. The Area Administrator shall determine if the additional consultation is necessary. C) When an Intact Family Service Case is Already Open If there is already an open Intact Family Service case, the Child Protection Specialist shall ensure that investigative information is communicated to the assigned Intact Family Service Worker. 2) Service Referrals during a Pending Investigation Child Protection Specialists may offer services or refer the child and family for services while an investigation is still pending. Services may consist of community-based services, Intact Family Services, or placement of the child. If warranted, the Child Protection Specialist may consult with the Child Protection Supervisor about completing a referral for Intact Family Services (IFS) for a specific identified service need. The family's willingness to accept services while the investigation is pending is voluntary and shall not be considered in making a determination to indicate or unfound. (See Procedures 302.388, Intact Family Services) b) Types of Service The Department shall provide families with the type of service that best meets the health and safety needs of the child. 1) No Services Needed This type of service intervention is indicated when children have been assessed to be at no or low risk and the family is capable of managing risk issues using their own strengths and resources. Illinois Department of Children and Family Services",445,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_263_text,"REPORTS OF CHILD ABUSE AND NEGLECT September 9, 2022 – PT 2022.07 Selection Criteria • The children have been assessed “safe” in accordance with the CERAP. • The risk assessment indicates no significant risks such as domestic violence, substance abuse, mental illness, sex abuse or developmental delays. • Minimum parenting standards are being met. • The family has many strengths and resources and is capable of resolving family issues without referral to community resources. • If there has been an indicated finding of abuse or neglect, the incident was isolated and not severe or the perpetrator no longer has access to the children. • There is no juvenile court involvement. • Safety and service plans are not required. 2) Referral for Community-Based Services This type of service intervention is appropriate when children have been assessed to be at low to medium risk and the family is capable of using support services provided through community resources without further Department intervention. The purpose of Department involvement is to actively link the family with those services and resources that effectively address their needs. The Child Protection Specialist shall actively be involved in the referral/linkage process and shall document this involvement in a contact note. Referral/linkage activities include, but are not limited to: • Initiating contact with providers; • Advocating on the family’s behalf; • Documentation of the frequency of and duration of services recommended for the specific members of the family and the conditions/circumstances that the services are designed to mitigate; • Documentation of the date and time of the intake session; • Assistance with the family’s transportation issues; • Participation in the intake process when necessary; and • Verification that the family is following through and utilizing the services provided. Illinois Department of Children and Family Services",350,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_264_text,"REPORTS OF CHILD ABUSE AND NEGLECT September 9, 2022 – PT 2022.07 Selection Criteria • The children have been assessed “safe” in accordance with the CERAP. • The family has sufficient strengths, extended family resources and community resources to address any identified needs or problems such as domestic violence, substance abuse, mental illness or developmental delays. The presence of any of these issues, in and of itself, does not threaten the immediate safety of the children. • Minimum parenting standards are being met. • If there has been an indicated finding of abuse or neglect, the incident was isolated and not severe, or the perpetrator no longer has access to the children, and the family displays remorse and accepts responsibility for the incident and is willing and capable of resolving the issue with community support. • The family does not have a history of serious or chronic harm of a child. • There is no past or current juvenile court involvement. • There is the presence of a protective and reliable parent. • The services and resources needed by the family are available and accessible in the community. • The family has demonstrated that they are capable and willing to follow through with all needed services. • The family is capable and willing to make necessary changes to assure the safety, permanency and well-being of the children. • A safety plan is not required. A perpetrator’s access to a child shall be measured by the caretaker’s willingness and ability to protect the child in the future, the level of involvement of the perpetrator in the child’s life, and whether the perpetrator is incarcerated. If a perpetrator’s incarceration is relied upon to determine access, the worker shall consider the length of incarceration and shall reassess risk whenever the situation changes. The Child Protection Specialist will remain involved with the family long enough to ensure that the family is receiving appropriate community resources. A case may be opened for Department services when services are not available to the family through community resources. It is expected that these types of investigations will be resolved within 60 days. Illinois Department of Children and Family Services",414,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_265_text,"REPORTS OF CHILD ABUSE AND NEGLECT September 9, 2022 – PT 2022.07 3) Intact Family Services (IFS) Short-term intact services are indicated when children in the family are at risk and services could successfully mitigate the risk factors in an average of 6-12 months. “Intact Family Services (IFS)” are services provided to a family with the family’s consent: • As the result of a referral from an indicated report of child abuse or neglect; • Pursuant to an order of supervision from a court of competent jurisdiction as the result of a referral from an indicated child abuse or neglect investigation; • During a pending investigation of a report of child abuse or neglect when the assigned Child Protection Specialist determines that a family needs Department services to ensure the safety of a child(ren) in the family and the Child Protection Specialist’s Supervisor approves the recommendation; or • As the result of a child(ren) who was in placement less than 30 days being returned home to parent(s)/guardian(s) without a legal relationship with the Department pursuant to a court decision or lapse in protective custody. Selection Criteria • Family has agreed to voluntarily accept services; • Department has no current legal relationship with any children in the family/household; • Minimum parenting standards are being met and/or the parents are capable of meeting the standards after short-term intervention by the Department; • The children have been assessed safe or unsafe and can be made safe with a safety plan, in accordance with the CERAP; • The risk assessment indicates that the family is facing problems such as domestic violence, substance abuse, mental illness or developmental issues. The family is also likely to have multiple and complex child welfare needs. The family has sufficient strengths and resources to address identified issues with the assistance of Department interventions; • The family may have a history of chronic or serious harm to a child and the current incident of abuse or neglect has been assessed to be of low to moderate severity or a situational crisis has led to the behaviors or conduct that threatens the safety of the children; • Children with Failure to Thrive allegations; Illinois Department of Children and Family Services",436,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_266_text,"REPORTS OF CHILD ABUSE AND NEGLECT September 9, 2022 – PT 2022.07 • The family has little or no support system; and • The family may not have accepted responsibility for the incident of harm and may be resistive/unmotivated to change or accept Department involvement. However, there are indications that the family is likely to be able to change with Department support. Refer to Procedures 302.388, Intact Family Services, for additional information. 4) Substitute Care This type of care is appropriate for families where there are safety threats that cannot be controlled or mitigated through the service provision and it is necessary for the removal of the children from the children’s caregiver via a juvenile court order. Substitute care cases shall receive permanency services. Note: Child and family service cases must be opened whenever a child is taken into protective custody. Refer to Procedures 301, Placement and Visitation Services, for additional information. c) Processing the IFS Referral When the assigned investigator of a pending investigation determines that a family needs IFS in order to ensure the safety of a child and the Child Protection Supervisor approves the recommended services the family has agreed to accept, the Child Protection Specialist shall complete a CFS 2040, Intact Family Services Case Referral and Assignment Form within 48 hours. The Child Protection Supervisor shall then forward the CFS 2040, and if applicable, a CFS 1441-A, Safety Plan as an email attachment to the Area Administrator for approval. (See Procedures 302.388, Intact Family Services) If the Child Protection Supervisor declines the service referral, the Child Protection Supervisor shall promptly inform the Child Protection Specialist of the reasons the referral was declined and to provide explicit directions for any actions necessary for child safety and the ongoing investigation. The Supervisor shall document the decision and subsequent communication with the Child Protection Specialist in a supervisory note. 1) The Area Administrator Decision The Area Administrator shall approve or disapprove the service referral within two (2) working days of receipt. Pending the Area Administrator’s decision, the assigned Child Protection Specialist remains responsible for the safety of each child in the family and shall review each referral to determine if it is appropriate for services and that all documentation is included. Illinois Department of Children and Family Services",463,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_267_text,"REPORTS OF CHILD ABUSE AND NEGLECT September 9, 2022 – PT 2022.07 When the Area Administrator declines the referral, the Area Administrator shall promptly notify the assigned Child Protection Specialist and Child Protection Supervisor of the reasons the referral was declined and provide explicit directions regarding any actions the Child Protection Specialist and Child Protection Supervisor are to take regarding child safety and the ongoing investigation. When the Area Administrator approves a referral for prevention/placement services, the Child Protection Supervisor shall complete case opening requirements in accordance with the Case Opening Protocol (Procedures 302, Appendix R) which will include up-to-date documentation of all investigative activities and send the approved case via email “DCFS.Intact Referral” to the Intact Family Services unit to be assigned to the appropriate agency. Once assigned, the Intact Family Services unit shall send back to the Area Administrator and Child Protection Supervisor the name and contact information of the assigned agency and their contact person. 2) Additional Requirements for Opening an Intact Family Services Case: A) Consent to Obtain Mental Health Records Obtaining the mental health records of the family members is required when the case is opened. Records may be obtained by consent of the parent or through pursuit of records via an administrative subpoena. Mental health records are required as the information they contain may determine the course of service delivery and need for juvenile court intervention. B) Subpoena of Mental Health Records When subpoenaed documents and information have not been forwarded to the Child Protection Specialist within 10 days of the date of issuance of the subpoena, the Child Protection Specialist must immediately contact the Keeper of Records at the medical/mental health facility to determine if there is a valid reason for the delay. All contacts with the Keeper of Records regarding subpoenaed files must be documented on a contact note. If the Keeper of Records fails or refuses to comply with the subpoena, the Child Protection Supervisor shall immediately notify the DCFS Regional Counsel and the Office of the Inspector General and provide documentation explaining why the information is important to the investigation. Consultation with the Regional Counsel and the OIG regarding subpoenaed records/information shall be documented on a contact note. Area Administrators shall take into consideration any identified safety and risk issues and determine whether it is appropriate to open an IFS case before receipt of requested mental health records, when consents have been obtained or subpoenas issued. At the case hand-off meeting, the Child Protection Specialist shall share all parent/caregiver mental health information and records with the IFS specialist. Illinois Department of Children and Family Services",512,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_268_text,"REPORTS OF CHILD ABUSE AND NEGLECT September 9, 2022 – PT 2022.07 If mental health records are received by the Child Protection Specialist after the case hand-off meeting, a conference including the Child Protection and IFS Supervisors shall occur immediately to address safety and risk implications noted in subpoenaed records and required protective action, up to and including involvement of juvenile court. The Child Protection Supervisor shall note in a supervisory note if any specific safety decisions were shared with the IFS Supervisor. During the case hand-off meeting, the Child Protection and IFS Supervisors shall use the CFS 440-12 Investigation/Intact Parental Mental Health Case Matrix to determine urgent service planning needs for the family. The supervisors shall document, in the investigation and IFS files, the topics on the Matrix checklist reviewed at the meeting, as well as any other relevant topics not listed in the Matrix. d) Case Transition 1) Hand-Off Conference/Staffing Within one (1) business day of case assignment notification from the DCFS Area Administrator, the Child Protection Supervisor will contact the appropriate DCFS/POS Intact Family Services Supervisor and have a complete case hand-off discussion about the safety needs of the child(ren), the dynamics of the case, the strengths of the family, and the service needs of the family. Whenever possible the case hand-off staffing shall involve the Child Protection Specialist and the assigned Intact Family Services Worker. At the case hand-off conference, the Child Protection Supervisor and IFS Supervisor shall agree on a tentative date when the assigned Child Protection Specialist and the assigned IFS Worker will conduct the transitional visit with the family at the family’s primary residence. The tentative date must be confirmed with the family before being set. The following documents will be provided by the Child Protection Specialist or their Supervisor for the Case Hand-off Staffing: • SACWIS Hand-off Document; • All available applicable records (e.g., medical, school, etc.); • CFS 2025 - Home Safety Check List; • CANTS 18DV - Domestic Violence Screen; • CFS 440-5 Adult Substance Abuse Screen; • CFS 600-3 Signed consent(s) for release of information; Illinois Department of Children and Family Services",459,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_269_text,"REPORTS OF CHILD ABUSE AND NEGLECT September 9, 2022 – PT 2022.07 • CFS 1000-1 or CFS 1000-1/S, copies of completed Hispanic Client Language Determination Form (if applicable); • CFS 370-1, Norman certification (if applicable); • DCP/Intact Parental Mental Health Case Checklist (if applicable); • CFS 2040, Intact Family Services Case Referral and Assignment Form; • CFS 1441, CERAP Safety Determination Form; and • CFS 1441-A, Safety Plan, (if applicable) During the case hand-off staffing the following will occur (if applicable): A) The safety needs of the child(ren), the dynamics of the case, the strengths of the family, and the service needs of the family will be discussed; B) The Child Protection Specialist will discuss any safety decisions. The Child Protection Supervisor shall note in the investigation file if any specific safety decisions were shared with the Intact Family Services Supervisor at the hand- off staffing; C) The Child Protection Specialist shall share all parent/caregiver mental health information and records with the Intact Family Services Worker; D) The Child Protection Supervisor and Intact Family Services Supervisor will use the CFS 440-12, Investigation/Intact Parental Mental Health Case Matrix to determine urgent service planning needs for the family. The Child Protection Supervisor and Intact Family Services Supervisor shall document in the investigation and Intact Family Services files, the topics on the Matrix checklist reviewed at the case hand-off staffing as well as any other relevant topics not listed in the Matrix; and E) The Child Protection Specialist will bring dates and times when it is possible for the family and Child Protection Specialist to meet for the Transitional visit within the next 48 hours. It is the responsibility of the Child Protection Specialist and Intact Family Services teams to ensure continuity of intervention and oversight of services during the transfer process to ensure that children’s safety is not jeopardized or placed at risk. Assessment of safety threats shall be comprehensive and ongoing during case transfer. If child(ren) are deemed unsafe but protective custody is ruled out, a supervisor-approved CFS 1441-A, Safety Plan must be implemented as specified in Department Procedures 300. Appendix G, Child Endangerment Risk Assessment Protocol (see in these procedures Section g),4) CERAP Safety Plan Process). Illinois Department of Children and Family Services",505,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_270_text,"REPORTS OF CHILD ABUSE AND NEGLECT September 9, 2022 – PT 2022.07 The Child Protection Specialist transferring the case maintains the responsibility for monitoring the Safety Plan until the Investigation is closed. The Child Protection Specialist shall notify the Intact Family Services Worker if the Safety Plan is still in effect when the case is closed, if the Safety Plan is modified or if the Safety Plan is terminated prior to the investigation closing. If the indicated investigation is appealed and overturned then the Child Protection Specialist shall notify the Intact Family Services Worker The Child Protection Specialist transferring the case maintains the responsibility for delivery of services to the family until the transitional visit occurs. The Child Protection Specialist transferring the case shall notify the Intact Family Services Worker of the outcome and completion date of the investigation. If the investigation on the Intact Family Case is unfounded the Child Protection Specialist shall also notify the Statewide Intact Family Administrator within 24 hours of closing the investigation. The Intact Family Services Worker assigned to the case shall assume responsibility for service planning, and service delivery at the transitional visit with the family. 2) Transitional Visit A Contact note documenting the transitional visit will be recorded by the Child Protection Specialist in the investigation record and also by the DCFS/POS Intact Family Services Worker in the family case record. A face-to-face Transitional Visit involving the Child Protection Specialist, the Intact Family Services Worker and all of the parent(s) and caregiver(s) must occur within two (2) business days of the intact case referral. The Child Protection Specialist and Intact Family Services Worker will conduct the Transitional Visit at the family’s primary residence. This is required for all cases. If the first attempt to meet with the family is unsuccessful, then a second Transitional Visit must be made no later than 48 hours after the unsuccessful visit. If the second attempt is unsuccessful then the Intact Family Services Worker shall make daily in-person attempts to meet with the family through the first five (5) business days of case assignment. If the Intact Family Services Worker has not met with the family within the first five (5) business days of case assignment then the Intact Family Services Supervisor will immediately email the Area Administrator and Office of Intact Family Services so that a resolution to the situation can be determined. If the Child Protection Specialist has difficulty scheduling/attending the Transitional Visit within the requirements of these procedures, the Child Protection Supervisor shall facilitate the Transitional Visit for the Child Protection Specialist. Illinois Department of Children and Family Services",504,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_271_text,"REPORTS OF CHILD ABUSE AND NEGLECT September 9, 2022 – PT 2022.07 The Transitional Visit shall be held for the purpose of introducing the Intact Family Services Worker to the family and to review the following with parents/caregivers: • Final finding determination(s) or presenting issue(s) that led to the Department’s initial involvement and continued involvement; • CFS 600-3, Consent for Release of Information forms (as needed); • CFS 1441, CERAP Safety Determination Form; • CFS 1441-A, Safety Plan (if applicable); • Risk Assessment; • CANTS 18DV, Domestic Violence Screen, (if applicable); • CANTS 18-Paramour, Paramour Assessment Checklist, (if applicable); • CFS 440-5 Adult Substance Abuse Screen, (if applicable); • Family’s strengths and resources available to them; • Family’s perception of the problem; • Family’s expectations of the Department; • Department’s expectations of the family; • Parental Protective Factors; • Recommended services; • Service referrals; • Interim service agreement; • Full disclosure of agreed upon outcomes that need to be achieved and the consequences of failing to achieve said outcomes; • CFS 496, Client Rights and Responsibilities form; • CFS 1050-32, Service Appeal Process brochure; • Infant Safe Sleep Information verified for all children under 1 year old; and • All parent/caregiver mental health information and records including the CFS 440-12, (if applicable). Illinois Department of Children and Family Services",328,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
